seed,trial,h_legacy,h_fixed,err0_legacy_deg,err0_fixed_deg
13,16,10.0,10.0,2.146662334555938,0.00022671886999549217
13,17,10.0,10.0,1.6682000145241604,0.00011931222833717358
13,18,0.10833333333333334,0.125,2.1845568314744117,0.0011277877898410525
13,19,1.975,2.308333333333333,6.581374594573877,0.0008318695047573993
13,20,10.0,10.0,3.9110690372792813,0.00044253927710610454
13,21,8.375,10.0,4.892937910054714,0.00011728068728457062
13,22,0.125,0.4,2.3121161465066606,0.0013154838726651434
13,23,10.0,10.0,1.3993694545981206,8.904668603517822e-05
13,24,10.0,10.0,2.6654228863915703,0.00014057533653388517
13,25,0.1,0.10833333333333334,1.1418883338545194,0.0006071033291080912
13,26,10.0,10.0,2.4879099596684604,0.00018607313046850612
13,27,10.0,10.0,1.8097323976097732,0.00010894462906529964
13,28,10.0,10.0,0.7084115862244407,0.0001017715372902735
13,29,0.15833333333333333,0.14166666666666666,1.7192284587813487,0.0008014458460646141
13,30,10.0,10.0,1.0754941251566232,0.0001346339508027203
13,31,10.0,10.0,1.1247071492492882,0.0001977407768458701
13,32,10.0,10.0,1.5481215669405495,0.00018587289687364307
13,33,10.0,10.0,2.470607736179036,9.96761637087737e-05
13,34,0.275,0.26666666666666666,5.267110009084032,0.0036459002909266366
13,35,3.933333333333333,8.9,1.8011019891898021,0.000536603148418912
13,36,0.18333333333333332,0.19166666666666668,0.384421682674301,0.0013874576778482664
13,37,2.7583333333333333,10.0,1.518890943205044,0.0001322273656977689
13,38,3.441666666666667,10.0,0.43891804081198266,0.00017710940623916262
13,39,10.0,10.0,1.8807816294687663,0.00023798844169622762
13,40,10.0,10.0,2.2964277017911456,0.00018005156636430572
13,41,1.6166666666666667,1.6416666666666666,3.8799454526735055,0.0005021164185749583
13,42,0.225,0.19166666666666668,2.9914558077143045,0.0016762130394592349
13,43,10.0,10.0,0.7201871131079192,0.00010807355334534874
13,44,0.7083333333333334,0.6916666666666667,4.830770955314957,0.0019662993628988697
13,45,0.15833333333333333,1.55,1.9424516515481838,0.0007428893069429766
13,46,10.0,10.0,0.6714574289192402,0.00010239051979625309
13,47,10.0,10.0,2.9644263434823728,0.0002646628805842235
13,48,1.3083333333333333,1.325,0.26576825286463035,0.0007040352477237743
13,49,0.4,0.43333333333333335,4.7341439297161765,0.0021071098865141345
21,0,1.0416666666666667,3.1,3.231397573233121,0.0008739402624156508
21,1,10.0,10.0,1.9769086704980792,0.00011077526117039335
21,2,0.06666666666666667,0.09166666666666666,0.8262920702102683,0.0024965528752138883
21,3,3.25,4.15,1.3088425043045222,4.445278544638725e-05
21,4,0.14166666666666666,0.4083333333333333,3.0722400841277953,0.0011457197375799564
21,5,0.44166666666666665,1.175,2.0978134980147662,5.939845140065971e-05
21,6,3.033333333333333,10.0,1.833153823442817,0.00027695695881147913
21,7,10.0,10.0,2.4206820214519884,0.00024137413051882249
